,Track_ID,Rank,Streams,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,003VDDA7J3Xb2ZFlNx7nIZ,132,7399,0.00419,https://api.spotify.com/v1/audio-analysis/003VDDA7J3Xb2ZFlNx7nIZ,0.842,236779,0.578,003VDDA7J3Xb2ZFlNx7nIZ,0.0,6,0.228,-6.05,0,0.138,74.496,4,https://api.spotify.com/v1/tracks/003VDDA7J3Xb2ZFlNx7nIZ,audio_features,spotify:track:003VDDA7J3Xb2ZFlNx7nIZ,0.19
1,00PesUdTmC3Y5xtZbZND0p,1553,63802,0.812,https://api.spotify.com/v1/audio-analysis/00PesUdTmC3Y5xtZbZND0p,0.451,177947,0.291,00PesUdTmC3Y5xtZbZND0p,0.0,10,0.0983,-11.764,0,0.036,81.326,4,https://api.spotify.com/v1/tracks/00PesUdTmC3Y5xtZbZND0p,audio_features,spotify:track:00PesUdTmC3Y5xtZbZND0p,0.158
2,00WSG2jWrgq8Ln8lVLEkOr,691,33072,0.35,https://api.spotify.com/v1/audio-analysis/00WSG2jWrgq8Ln8lVLEkOr,0.631,175400,0.585,00WSG2jWrgq8Ln8lVLEkOr,0.0,1,0.106,-8.617,0,0.0658,179.932,4,https://api.spotify.com/v1/tracks/00WSG2jWrgq8Ln8lVLEkOr,audio_features,spotify:track:00WSG2jWrgq8Ln8lVLEkOr,0.387
3,00XeFRxGrbMQoJPqVJSDjl,881,49122,0.115,https://api.spotify.com/v1/audio-analysis/00XeFRxGrbMQoJPqVJSDjl,0.775,152213,0.815,00XeFRxGrbMQoJPqVJSDjl,0.0,5,0.12,-3.495,0,0.243,96.988,4,https://api.spotify.com/v1/tracks/00XeFRxGrbMQoJPqVJSDjl,audio_features,spotify:track:00XeFRxGrbMQoJPqVJSDjl,0.538
4,012iHyRvQQquWQGUTYvDxy,701,66835,0.307,https://api.spotify.com/v1/audio-analysis/012iHyRvQQquWQGUTYvDxy,0.5,191827,0.743,012iHyRvQQquWQGUTYvDxy,2.68e-05,2,0.133,-6.648,1,0.0373,166.256,4,https://api.spotify.com/v1/tracks/012iHyRvQQquWQGUTYvDxy,audio_features,spotify:track:012iHyRvQQquWQGUTYvDxy,0.332
5,017PF4Q3l4DBUiWoXk4OWT,10604,2147996,0.167,https://api.spotify.com/v1/audio-analysis/017PF4Q3l4DBUiWoXk4OWT,0.73,221820,0.729,017PF4Q3l4DBUiWoXk4OWT,1.39e-06,4,0.349,-3.434,0,0.0883,113.013,4,https://api.spotify.com/v1/tracks/017PF4Q3l4DBUiWoXk4OWT,audio_features,spotify:track:017PF4Q3l4DBUiWoXk4OWT,0.467
6,01I9AEz658sQnQzCL3K3QG,2106,281377,0.0455,https://api.spotify.com/v1/audio-analysis/01I9AEz658sQnQzCL3K3QG,0.73,130307,0.777,01I9AEz658sQnQzCL3K3QG,0.00106,1,0.0759,-6.375,0,0.29,177.865,4,https://api.spotify.com/v1/tracks/01I9AEz658sQnQzCL3K3QG,audio_features,spotify:track:01I9AEz658sQnQzCL3K3QG,0.578
7,01as9sNALk4rpqgqz9a0n3,235,18174,0.239,https://api.spotify.com/v1/audio-analysis/01as9sNALk4rpqgqz9a0n3,0.94,199834,0.787,01as9sNALk4rpqgqz9a0n3,0.0593,1,0.0625,-6.885,1,0.102,135.008,4,https://api.spotify.com/v1/tracks/01as9sNALk4rpqgqz9a0n3,audio_features,spotify:track:01as9sNALk4rpqgqz9a0n3,0.842
8,01qOl2pM8emx1sxdBQc05g,849,34855,0.357,https://api.spotify.com/v1/audio-analysis/01qOl2pM8emx1sxdBQc05g,0.709,199322,0.775,01qOl2pM8emx1sxdBQc05g,0.0,6,0.171,-4.028,0,0.102,159.965,4,https://api.spotify.com/v1/tracks/01qOl2pM8emx1sxdBQc05g,audio_features,spotify:track:01qOl2pM8emx1sxdBQc05g,0.477
9,01vXerMeFgboAgQZxUL2m9,856,45817,0.208,https://api.spotify.com/v1/audio-analysis/01vXerMeFgboAgQZxUL2m9,0.935,154824,0.371,01vXerMeFgboAgQZxUL2m9,1.37e-06,4,0.113,-11.875,0,0.609,130.09,4,https://api.spotify.com/v1/tracks/01vXerMeFgboAgQZxUL2m9,audio_features,spotify:track:01vXerMeFgboAgQZxUL2m9,0.525
10,021lWIHJrURZrmvYQ1xcM8,581,27050,0.0144,https://api.spotify.com/v1/audio-analysis/021lWIHJrURZrmvYQ1xcM8,0.931,207739,0.667,021lWIHJrURZrmvYQ1xcM8,0.0,6,0.15,-7.043,0,0.318,142.039,4,https://api.spotify.com/v1/tracks/021lWIHJrURZrmvYQ1xcM8,audio_features,spotify:track:021lWIHJrURZrmvYQ1xcM8,0.667
11,02RCbjb9czvQKNGBmEmWob,1055,43003,0.0177,https://api.spotify.com/v1/audio-analysis/02RCbjb9czvQKNGBmEmWob,0.883,183011,0.599,02RCbjb9czvQKNGBmEmWob,0.0,11,0.179,-5.551,1,0.248,142.976,4,https://api.spotify.com/v1/tracks/02RCbjb9czvQKNGBmEmWob,audio_features,spotify:track:02RCbjb9czvQKNGBmEmWob,0.413
12,02itaCXOdC54J0ISjqqFAp,37122,1610685,0.479,https://api.spotify.com/v1/audio-analysis/02itaCXOdC54J0ISjqqFAp,0.733,147840,0.859,02itaCXOdC54J0ISjqqFAp,0.0645,9,0.105,-5.03,0,0.033,124.948,4,https://api.spotify.com/v1/tracks/02itaCXOdC54J0ISjqqFAp,audio_features,spotify:track:02itaCXOdC54J0ISjqqFAp,0.52
13,02kDW379Yfd5PzW5A6vuGt,502,226873,0.256,https://api.spotify.com/v1/audio-analysis/02kDW379Yfd5PzW5A6vuGt,0.799,195429,0.66,02kDW379Yfd5PzW5A6vuGt,0.0,1,0.111,-6.153,0,0.079,140.04,4,https://api.spotify.com/v1/tracks/02kDW379Yfd5PzW5A6vuGt,audio_features,spotify:track:02kDW379Yfd5PzW5A6vuGt,0.471
14,02mYw61RoS1vXvkD9Q5dpN,139,7193,0.0562,https://api.spotify.com/v1/audio-analysis/02mYw61RoS1vXvkD9Q5dpN,0.889,154667,0.507,02mYw61RoS1vXvkD9Q5dpN,0.0,2,0.116,-8.74,1,0.162,111.994,4,https://api.spotify.com/v1/tracks/02mYw61RoS1vXvkD9Q5dpN,audio_features,spotify:track:02mYw61RoS1vXvkD9Q5dpN,0.219
15,033if6Adj8fwBYsQzHOfQ8,6063,920192,0.289,https://api.spotify.com/v1/audio-analysis/033if6Adj8fwBYsQzHOfQ8,0.701,173353,0.714,033if6Adj8fwBYsQzHOfQ8,0.0,10,0.0883,-5.906,1,0.524,86.91,4,https://api.spotify.com/v1/tracks/033if6Adj8fwBYsQzHOfQ8,audio_features,spotify:track:033if6Adj8fwBYsQzHOfQ8,0.604
16,03LXOErfu4F0z1K1pPLBwn,365,11336,0.719,https://api.spotify.com/v1/audio-analysis/03LXOErfu4F0z1K1pPLBwn,0.566,182756,0.215,03LXOErfu4F0z1K1pPLBwn,0.969,11,0.281,-16.613,1,0.0353,159.879,4,https://api.spotify.com/v1/tracks/03LXOErfu4F0z1K1pPLBwn,audio_features,spotify:track:03LXOErfu4F0z1K1pPLBwn,0.437
17,03qgnFtJlddquRV1Edde9i,2756,99039,0.508,https://api.spotify.com/v1/audio-analysis/03qgnFtJlddquRV1Edde9i,0.622,229853,0.535,03qgnFtJlddquRV1Edde9i,0.000245,10,0.111,-8.004,1,0.0296,73.982,4,https://api.spotify.com/v1/tracks/03qgnFtJlddquRV1Edde9i,audio_features,spotify:track:03qgnFtJlddquRV1Edde9i,0.481
18,04B2aL2KfXGu2ioE30BdjH,84,10871,0.421,https://api.spotify.com/v1/audio-analysis/04B2aL2KfXGu2ioE30BdjH,0.882,169987,0.533,04B2aL2KfXGu2ioE30BdjH,0.0,2,0.131,-7.227,0,0.179,130.967,4,https://api.spotify.com/v1/tracks/04B2aL2KfXGu2ioE30BdjH,audio_features,spotify:track:04B2aL2KfXGu2ioE30BdjH,0.485
19,04QTmCTsaVjcGaoxj8rSjE,167,6104,0.0133,https://api.spotify.com/v1/audio-analysis/04QTmCTsaVjcGaoxj8rSjE,0.819,191068,0.744,04QTmCTsaVjcGaoxj8rSjE,0.00177,9,0.0995,-6.826,0,0.0799,102.995,4,https://api.spotify.com/v1/tracks/04QTmCTsaVjcGaoxj8rSjE,audio_features,spotify:track:04QTmCTsaVjcGaoxj8rSjE,0.665
20,04YutdH0j1INpsva3gOipt,8,29258,0.19,https://api.spotify.com/v1/audio-analysis/04YutdH0j1INpsva3gOipt,0.878,251429,0.626,04YutdH0j1INpsva3gOipt,0.000731,2,0.0939,-6.945,1,0.0476,105.046,4,https://api.spotify.com/v1/tracks/04YutdH0j1INpsva3gOipt,audio_features,spotify:track:04YutdH0j1INpsva3gOipt,0.427
21,04e7gxVx4zMzgQ589bMMim,1089,83911,0.018,https://api.spotify.com/v1/audio-analysis/04e7gxVx4zMzgQ589bMMim,0.823,110110,0.662,04e7gxVx4zMzgQ589bMMim,0.00661,10,0.214,-7.246,0,0.413,179.954,4,https://api.spotify.com/v1/tracks/04e7gxVx4zMzgQ589bMMim,audio_features,spotify:track:04e7gxVx4zMzgQ589bMMim,0.195
22,058Gim5mR65BceauqFm3oa,909,45963,0.383,https://api.spotify.com/v1/audio-analysis/058Gim5mR65BceauqFm3oa,0.711,179773,0.512,058Gim5mR65BceauqFm3oa,0.0,9,0.0985,-6.205,0,0.416,95.287,4,https://api.spotify.com/v1/tracks/058Gim5mR65BceauqFm3oa,audio_features,spotify:track:058Gim5mR65BceauqFm3oa,0.208
23,05aZ9sAU1YXndHv0FMi9iW,1139,68584,0.423,https://api.spotify.com/v1/audio-analysis/05aZ9sAU1YXndHv0FMi9iW,0.543,204805,0.766,05aZ9sAU1YXndHv0FMi9iW,0.0,0,0.155,-3.387,0,0.343,106.869,3,https://api.spotify.com/v1/tracks/05aZ9sAU1YXndHv0FMi9iW,audio_features,spotify:track:05aZ9sAU1YXndHv0FMi9iW,0.729
24,05ubRpm7LPZcyNuuDhnM8p,603,43562,0.0432,https://api.spotify.com/v1/audio-analysis/05ubRpm7LPZcyNuuDhnM8p,0.746,164253,0.448,05ubRpm7LPZcyNuuDhnM8p,1.05e-06,6,0.337,-7.218,0,0.229,157.998,4,https://api.spotify.com/v1/tracks/05ubRpm7LPZcyNuuDhnM8p,audio_features,spotify:track:05ubRpm7LPZcyNuuDhnM8p,0.523
25,05yTaWPb5rtmcLjc8gh6dB,6722,441890,0.692,https://api.spotify.com/v1/audio-analysis/05yTaWPb5rtmcLjc8gh6dB,0.689,173747,0.661,05yTaWPb5rtmcLjc8gh6dB,1.7e-05,1,0.204,-5.757,0,0.211,169.989,4,https://api.spotify.com/v1/tracks/05yTaWPb5rtmcLjc8gh6dB,audio_features,spotify:track:05yTaWPb5rtmcLjc8gh6dB,0.584
26,06m5d7tSmOjGwdqvsLN1l1,244,18088,0.191,https://api.spotify.com/v1/audio-analysis/06m5d7tSmOjGwdqvsLN1l1,0.489,193794,0.737,06m5d7tSmOjGwdqvsLN1l1,0.0,0,0.182,-4.689,0,0.281,139.93,4,https://api.spotify.com/v1/tracks/06m5d7tSmOjGwdqvsLN1l1,audio_features,spotify:track:06m5d7tSmOjGwdqvsLN1l1,0.217
27,06s3QtMJVXw1AJX3UfvZG1,5457,305111,0.464,https://api.spotify.com/v1/audio-analysis/06s3QtMJVXw1AJX3UfvZG1,0.691,246000,0.765,06s3QtMJVXw1AJX3UfvZG1,3.29e-06,8,0.203,-4.727,1,0.111,174.021,4,https://api.spotify.com/v1/tracks/06s3QtMJVXw1AJX3UfvZG1,audio_features,spotify:track:06s3QtMJVXw1AJX3UfvZG1,0.855
28,073ILU1C3APNRGF66VhtyA,3107,140935,0.0169,https://api.spotify.com/v1/audio-analysis/073ILU1C3APNRGF66VhtyA,0.74,207039,0.498,073ILU1C3APNRGF66VhtyA,0.00282,11,0.319,-6.684,0,0.0456,98.016,4,https://api.spotify.com/v1/tracks/073ILU1C3APNRGF66VhtyA,audio_features,spotify:track:073ILU1C3APNRGF66VhtyA,0.652
29,07HRbKdTp5JSZoIlyK0JDn,95,11127,0.342,https://api.spotify.com/v1/audio-analysis/07HRbKdTp5JSZoIlyK0JDn,0.645,223587,0.445,07HRbKdTp5JSZoIlyK0JDn,0.0,6,0.101,-12.581,0,0.351,144.073,4,https://api.spotify.com/v1/tracks/07HRbKdTp5JSZoIlyK0JDn,audio_features,spotify:track:07HRbKdTp5JSZoIlyK0JDn,0.431
30,07JoaFTGT3QGuPn5EuusCZ,1183,96545,0.289,https://api.spotify.com/v1/audio-analysis/07JoaFTGT3QGuPn5EuusCZ,0.781,193799,0.625,07JoaFTGT3QGuPn5EuusCZ,0.0,4,0.0881,-6.284,0,0.0688,140.965,4,https://api.spotify.com/v1/tracks/07JoaFTGT3QGuPn5EuusCZ,audio_features,spotify:track:07JoaFTGT3QGuPn5EuusCZ,0.61
31,07KXEDMj78x68D884wgVEm,9226,513963,0.269,https://api.spotify.com/v1/audio-analysis/07KXEDMj78x68D884wgVEm,0.831,220487,0.499,07KXEDMj78x68D884wgVEm,0.0,11,0.3,-8.442,0,0.114,97.956,4,https://api.spotify.com/v1/tracks/07KXEDMj78x68D884wgVEm,audio_features,spotify:track:07KXEDMj78x68D884wgVEm,0.511
32,07Oz5StQ7GRoygNLaXs2pd,5761,305031,0.298,https://api.spotify.com/v1/audio-analysis/07Oz5StQ7GRoygNLaXs2pd,0.668,159011,0.892,07Oz5StQ7GRoygNLaXs2pd,0.0,5,0.735,-3.001,0,0.0645,95.927,4,https://api.spotify.com/v1/tracks/07Oz5StQ7GRoygNLaXs2pd,audio_features,spotify:track:07Oz5StQ7GRoygNLaXs2pd,0.478
33,07f2b3CTdgKKlhv0mqUksz,15491,785043,0.169,https://api.spotify.com/v1/audio-analysis/07f2b3CTdgKKlhv0mqUksz,0.717,161882,0.668,07f2b3CTdgKKlhv0mqUksz,0.0,9,0.0673,-5.003,0,0.0554,89.045,4,https://api.spotify.com/v1/tracks/07f2b3CTdgKKlhv0mqUksz,audio_features,spotify:track:07f2b3CTdgKKlhv0mqUksz,0.464
34,07pzk5h8p2qRowPZb3YBKC,6768,454492,0.388,https://api.spotify.com/v1/audio-analysis/07pzk5h8p2qRowPZb3YBKC,0.789,176973,0.702,07pzk5h8p2qRowPZb3YBKC,0.00872,6,0.11,-6.555,0,0.0382,126.016,4,https://api.spotify.com/v1/tracks/07pzk5h8p2qRowPZb3YBKC,audio_features,spotify:track:07pzk5h8p2qRowPZb3YBKC,0.572
35,07xs8mGWJw8CSzvfiKqblW,111,8105,0.155,https://api.spotify.com/v1/audio-analysis/07xs8mGWJw8CSzvfiKqblW,0.71,161120,0.714,07xs8mGWJw8CSzvfiKqblW,0.0,10,0.124,-3.873,0,0.316,93.63,4,https://api.spotify.com/v1/tracks/07xs8mGWJw8CSzvfiKqblW,audio_features,spotify:track:07xs8mGWJw8CSzvfiKqblW,0.544
36,08DBfct578C8D0CuZ3ZIIG,411,22295,0.578,https://api.spotify.com/v1/audio-analysis/08DBfct578C8D0CuZ3ZIIG,0.532,143256,0.323,08DBfct578C8D0CuZ3ZIIG,0.0526,9,0.172,-17.803,0,0.0341,119.893,4,https://api.spotify.com/v1/tracks/08DBfct578C8D0CuZ3ZIIG,audio_features,spotify:track:08DBfct578C8D0CuZ3ZIIG,0.597
37,08R1tpj13j095ATHZKWo19,121,8035,0.371,https://api.spotify.com/v1/audio-analysis/08R1tpj13j095ATHZKWo19,0.743,211263,0.757,08R1tpj13j095ATHZKWo19,0.0,3,0.0988,-6.889,0,0.272,192.018,3,https://api.spotify.com/v1/tracks/08R1tpj13j095ATHZKWo19,audio_features,spotify:track:08R1tpj13j095ATHZKWo19,0.72
38,08cpbxZFlDyXSsxqiXA0dp,451,94030,0.512,https://api.spotify.com/v1/audio-analysis/08cpbxZFlDyXSsxqiXA0dp,0.884,52754,0.487,08cpbxZFlDyXSsxqiXA0dp,0.104,6,0.264,-11.031,1,0.371,90.097,4,https://api.spotify.com/v1/tracks/08cpbxZFlDyXSsxqiXA0dp,audio_features,spotify:track:08cpbxZFlDyXSsxqiXA0dp,0.458
39,08yf4NUfZnOJUZ309NemMm,665,85888,0.155,https://api.spotify.com/v1/audio-analysis/08yf4NUfZnOJUZ309NemMm,0.839,185145,0.505,08yf4NUfZnOJUZ309NemMm,5.67e-05,5,0.141,-7.945,0,0.0555,110.037,4,https://api.spotify.com/v1/tracks/08yf4NUfZnOJUZ309NemMm,audio_features,spotify:track:08yf4NUfZnOJUZ309NemMm,0.667
40,09dPdmmwqmP4JIZHVpGXtG,81,10104,0.0283,https://api.spotify.com/v1/audio-analysis/09dPdmmwqmP4JIZHVpGXtG,0.687,183405,0.84,09dPdmmwqmP4JIZHVpGXtG,1.38e-06,2,0.082,-4.9,1,0.22,195.046,3,https://api.spotify.com/v1/tracks/09dPdmmwqmP4JIZHVpGXtG,audio_features,spotify:track:09dPdmmwqmP4JIZHVpGXtG,0.408
41,0A141i02gDs2bG0Nnby51X,1347,66358,0.359,https://api.spotify.com/v1/audio-analysis/0A141i02gDs2bG0Nnby51X,0.694,197813,0.737,0A141i02gDs2bG0Nnby51X,0.0,8,0.144,-5.202,0,0.291,79.932,4,https://api.spotify.com/v1/tracks/0A141i02gDs2bG0Nnby51X,audio_features,spotify:track:0A141i02gDs2bG0Nnby51X,0.47
42,0AKsyMQGxCwcosJa0766HG,525,19751,0.0952,https://api.spotify.com/v1/audio-analysis/0AKsyMQGxCwcosJa0766HG,0.751,167750,0.788,0AKsyMQGxCwcosJa0766HG,2e-05,11,0.292,-8.339,0,0.249,99.994,4,https://api.spotify.com/v1/tracks/0AKsyMQGxCwcosJa0766HG,audio_features,spotify:track:0AKsyMQGxCwcosJa0766HG,0.602
43,0Asp5uOfJGhbFWJnxM8ODz,143,6431,0.474,https://api.spotify.com/v1/audio-analysis/0Asp5uOfJGhbFWJnxM8ODz,0.84,233035,0.542,0Asp5uOfJGhbFWJnxM8ODz,0.0,2,0.0874,-8.798,1,0.0448,122.073,4,https://api.spotify.com/v1/tracks/0Asp5uOfJGhbFWJnxM8ODz,audio_features,spotify:track:0Asp5uOfJGhbFWJnxM8ODz,0.231
44,0AvrSFPS8mN8OjUNCwemwa,1127,97461,0.542,https://api.spotify.com/v1/audio-analysis/0AvrSFPS8mN8OjUNCwemwa,0.694,183240,0.593,0AvrSFPS8mN8OjUNCwemwa,0.0,1,0.196,-6.004,0,0.241,171.72,4,https://api.spotify.com/v1/tracks/0AvrSFPS8mN8OjUNCwemwa,audio_features,spotify:track:0AvrSFPS8mN8OjUNCwemwa,0.404
45,0B2su5lNZe9t3VjOkwtDLV,771,21779,0.0569,https://api.spotify.com/v1/audio-analysis/0B2su5lNZe9t3VjOkwtDLV,0.795,225707,0.848,0B2su5lNZe9t3VjOkwtDLV,0.0,7,0.0586,-3.128,1,0.0543,99.981,4,https://api.spotify.com/v1/tracks/0B2su5lNZe9t3VjOkwtDLV,audio_features,spotify:track:0B2su5lNZe9t3VjOkwtDLV,0.691
46,0BD9boQC7jUTWkAoib4Z0d,18538,942361,0.188,https://api.spotify.com/v1/audio-analysis/0BD9boQC7jUTWkAoib4Z0d,0.682,220280,0.697,0BD9boQC7jUTWkAoib4Z0d,0.0,3,0.334,-4.276,0,0.0757,95.012,4,https://api.spotify.com/v1/tracks/0BD9boQC7jUTWkAoib4Z0d,audio_features,spotify:track:0BD9boQC7jUTWkAoib4Z0d,0.57
47,0BDQlse1DeRbOnVPY3YA5z,163,6996,0.0663,https://api.spotify.com/v1/audio-analysis/0BDQlse1DeRbOnVPY3YA5z,0.883,156000,0.731,0BDQlse1DeRbOnVPY3YA5z,0.0,6,0.0389,-4.061,1,0.0468,129.999,4,https://api.spotify.com/v1/tracks/0BDQlse1DeRbOnVPY3YA5z,audio_features,spotify:track:0BDQlse1DeRbOnVPY3YA5z,0.888
48,0BwO44CBPFWxAIO5ZbPf3N,9083,1501459,0.128,https://api.spotify.com/v1/audio-analysis/0BwO44CBPFWxAIO5ZbPf3N,0.795,149028,0.607,0BwO44CBPFWxAIO5ZbPf3N,0.19,7,0.111,-9.04,1,0.23,99.012,4,https://api.spotify.com/v1/tracks/0BwO44CBPFWxAIO5ZbPf3N,audio_features,spotify:track:0BwO44CBPFWxAIO5ZbPf3N,0.25
49,0C6NMPWYqsLIuuYSNP8KqE,4905,617616,0.119,https://api.spotify.com/v1/audio-analysis/0C6NMPWYqsLIuuYSNP8KqE,0.814,150388,0.794,0C6NMPWYqsLIuuYSNP8KqE,0.000925,7,0.348,-6.419,1,0.0887,91.472,4,https://api.spotify.com/v1/tracks/0C6NMPWYqsLIuuYSNP8KqE,audio_features,spotify:track:0C6NMPWYqsLIuuYSNP8KqE,0.647
50,0C6bsQq58Ue1XfL5PKTO6D,2301,369902,0.0509,https://api.spotify.com/v1/audio-analysis/0C6bsQq58Ue1XfL5PKTO6D,0.774,136974,0.805,0C6bsQq58Ue1XfL5PKTO6D,0.0,11,0.149,-5.896,0,0.302,92.735,4,https://api.spotify.com/v1/tracks/0C6bsQq58Ue1XfL5PKTO6D,audio_features,spotify:track:0C6bsQq58Ue1XfL5PKTO6D,0.261
51,0CflhdVVA63j3oxaqNSUzC,1682,119317,0.754,https://api.spotify.com/v1/audio-analysis/0CflhdVVA63j3oxaqNSUzC,0.814,184760,0.524,0CflhdVVA63j3oxaqNSUzC,1.18e-06,9,0.27,-8.634,0,0.271,114.987,4,https://api.spotify.com/v1/tracks/0CflhdVVA63j3oxaqNSUzC,audio_features,spotify:track:0CflhdVVA63j3oxaqNSUzC,0.394
52,0D4GpOPInKiPxEfQMchu4p,7292,386923,0.289,https://api.spotify.com/v1/audio-analysis/0D4GpOPInKiPxEfQMchu4p,0.929,156493,0.625,0D4GpOPInKiPxEfQMchu4p,1.2e-06,1,0.386,-5.728,1,0.14,122.03,4,https://api.spotify.com/v1/tracks/0D4GpOPInKiPxEfQMchu4p,audio_features,spotify:track:0D4GpOPInKiPxEfQMchu4p,0.578
53,0DRBQsCUcl3H3NTRPxXsU2,1158,157718,0.0795,https://api.spotify.com/v1/audio-analysis/0DRBQsCUcl3H3NTRPxXsU2,0.91,179587,0.654,0DRBQsCUcl3H3NTRPxXsU2,0.000191,9,0.0921,-6.419,1,0.077,110.992,4,https://api.spotify.com/v1/tracks/0DRBQsCUcl3H3NTRPxXsU2,audio_features,spotify:track:0DRBQsCUcl3H3NTRPxXsU2,0.399
54,0DiDStADDVh3SvAsoJAFMk,14211,720690,0.108,https://api.spotify.com/v1/audio-analysis/0DiDStADDVh3SvAsoJAFMk,0.795,183000,0.496,0DiDStADDVh3SvAsoJAFMk,0.0,0,0.0645,-5.883,1,0.0722,94.01,4,https://api.spotify.com/v1/tracks/0DiDStADDVh3SvAsoJAFMk,audio_features,spotify:track:0DiDStADDVh3SvAsoJAFMk,0.874
55,0Dlcu2fgHklOnajVu2dUNU,21603,1520747,0.407,https://api.spotify.com/v1/audio-analysis/0Dlcu2fgHklOnajVu2dUNU,0.631,172036,0.673,0Dlcu2fgHklOnajVu2dUNU,0.0,6,0.154,-4.892,0,0.384,83.504,4,https://api.spotify.com/v1/tracks/0Dlcu2fgHklOnajVu2dUNU,audio_features,spotify:track:0Dlcu2fgHklOnajVu2dUNU,0.721
56,0DmAvNCAK08oCi7miSZUIY,146,8050,0.197,https://api.spotify.com/v1/audio-analysis/0DmAvNCAK08oCi7miSZUIY,0.676,218359,0.786,0DmAvNCAK08oCi7miSZUIY,0.0,1,0.0943,-4.529,1,0.0478,125.983,4,https://api.spotify.com/v1/tracks/0DmAvNCAK08oCi7miSZUIY,audio_features,spotify:track:0DmAvNCAK08oCi7miSZUIY,0.483
57,0DrFTaAX2srXPkuag35djb,192,5936,0.0119,https://api.spotify.com/v1/audio-analysis/0DrFTaAX2srXPkuag35djb,0.591,158805,0.841,0DrFTaAX2srXPkuag35djb,0.0,4,0.395,-4.351,0,0.0304,109.034,4,https://api.spotify.com/v1/tracks/0DrFTaAX2srXPkuag35djb,audio_features,spotify:track:0DrFTaAX2srXPkuag35djb,0.392
58,0Dw8hUbjXORzIWp7mjbh0t,3205,371433,0.0542,https://api.spotify.com/v1/audio-analysis/0Dw8hUbjXORzIWp7mjbh0t,0.874,197133,0.542,0Dw8hUbjXORzIWp7mjbh0t,0.0909,10,0.205,-7.066,0,0.367,142.01,4,https://api.spotify.com/v1/tracks/0Dw8hUbjXORzIWp7mjbh0t,audio_features,spotify:track:0Dw8hUbjXORzIWp7mjbh0t,0.504
59,0E9ZjEAyAwOXZ7wJC0PD33,32674,1756268,0.176,https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33,0.694,184560,0.77,0E9ZjEAyAwOXZ7wJC0PD33,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,audio_features,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,0.163
60,0ECs7wpW9157Tk5yBUGbE0,140,24384,0.0864,https://api.spotify.com/v1/audio-analysis/0ECs7wpW9157Tk5yBUGbE0,0.783,194490,0.761,0ECs7wpW9157Tk5yBUGbE0,0.0,7,0.643,-5.53,1,0.195,110.033,4,https://api.spotify.com/v1/tracks/0ECs7wpW9157Tk5yBUGbE0,audio_features,spotify:track:0ECs7wpW9157Tk5yBUGbE0,0.674
61,0EhpEsp4L0oRGM0vmeaN5e,1990,855190,0.00536,https://api.spotify.com/v1/audio-analysis/0EhpEsp4L0oRGM0vmeaN5e,0.571,232253,0.693,0EhpEsp4L0oRGM0vmeaN5e,0.0,6,0.173,-8.234,0,0.0545,168.169,4,https://api.spotify.com/v1/tracks/0EhpEsp4L0oRGM0vmeaN5e,audio_features,spotify:track:0EhpEsp4L0oRGM0vmeaN5e,0.393
62,0F7FA14euOIX8KcbEturGH,4332,138189,0.0578,https://api.spotify.com/v1/audio-analysis/0F7FA14euOIX8KcbEturGH,0.907,113000,0.53,0F7FA14euOIX8KcbEturGH,2.23e-06,1,0.101,-6.112,1,0.127,135.998,4,https://api.spotify.com/v1/tracks/0F7FA14euOIX8KcbEturGH,audio_features,spotify:track:0F7FA14euOIX8KcbEturGH,0.507
63,0FLwo3U1NrjocfK2FDisrX,198,6408,0.105,https://api.spotify.com/v1/audio-analysis/0FLwo3U1NrjocfK2FDisrX,0.69,155769,0.587,0FLwo3U1NrjocfK2FDisrX,0.0,1,0.102,-6.53,0,0.0466,104.046,4,https://api.spotify.com/v1/tracks/0FLwo3U1NrjocfK2FDisrX,audio_features,spotify:track:0FLwo3U1NrjocfK2FDisrX,0.278
64,0FktnzDqjClqU6iqOZVEs2,179,6149,0.412,https://api.spotify.com/v1/audio-analysis/0FktnzDqjClqU6iqOZVEs2,0.712,178000,0.599,0FktnzDqjClqU6iqOZVEs2,2.15e-05,5,0.103,-6.342,0,0.112,179.788,4,https://api.spotify.com/v1/tracks/0FktnzDqjClqU6iqOZVEs2,audio_features,spotify:track:0FktnzDqjClqU6iqOZVEs2,0.588
65,0FlfN5cbUUpIHCRH8X1M44,345,13479,0.0398,https://api.spotify.com/v1/audio-analysis/0FlfN5cbUUpIHCRH8X1M44,0.61,304640,0.569,0FlfN5cbUUpIHCRH8X1M44,0.0,10,0.337,-9.447,0,0.345,81.409,4,https://api.spotify.com/v1/tracks/0FlfN5cbUUpIHCRH8X1M44,audio_features,spotify:track:0FlfN5cbUUpIHCRH8X1M44,0.287
